Herbarium accession sheet,Species,Flower number,Corolla length (cm),Corolla width throat (cm),Mean corolla length (cm),Standard Deviation corolla length (cm),Mean corolla width (cm),Standard deviation  corolla width (cm),Length width ratio
Gilia ochroleuca ssp ochroleuca MO3641433,Gilia ochroleuca ssp ochroleuca,3,0.525,0.148,,,,,
Gilia ochroleuca ssp ochroleuca MO4390062,Gilia ochroleuca ssp ochroleuca,1,0.499,0.17,,,,,
Gilia ochroleuca ssp ochroleuca MO4390062,Gilia ochroleuca ssp ochroleuca,2,0.439,0.198,,,,,
Gilia ochroleuca ssp ochroleuca MO4390062,Gilia ochroleuca ssp ochroleuca,3,0.492,0.177,,,,,
Gilia ochroleuca ssp ochroleuca RSABG757533,Gilia ochroleuca ssp ochroleuca,1,0.632,0.169,,,,,
Gilia ochroleuca ssp ochroleuca RSABG757533,Gilia ochroleuca ssp ochroleuca,2,0.69,0.14,,,,,
Gilia ochroleuca ssp ochroleuca RSABG757533,Gilia ochroleuca ssp ochroleuca,3,0.58,0.152,,,,,
,Gilia ochroleuca ssp ochroleuca,,,,0.557,0.073385656,0.179166667,0.029001045,3.108837209
Gilia ochroleuca ssp vivida RSABG677797,Gilia ochroleuca ssp vivida,1,1.254,0.435,,,,,
Gilia ochroleuca ssp vivida RSABG677797,Gilia ochroleuca ssp vivida,2,1.148,0.351,,,,,
Gilia ochroleuca ssp vivida RSABG677797,Gilia ochroleuca ssp vivida,3,1.259,0.414,,,,,
Gilia ochroleuca ssp vivida RSABG679897,Gilia ochroleuca ssp vivida,1,1.135,0.239,,,,,
Gilia ochroleuca ssp vivida RSABG679897,Gilia ochroleuca ssp vivida,2,1.044,0.194,,,,,
Gilia ochroleuca ssp vivida RSABG679897,Gilia ochroleuca ssp vivida,3,1.018,0.18,,,,,
,Gilia ochroleuca ssp vivida,,,,1.143,0.10128376,0.302166667,0.112384014,3.78268064
Gilia ophthalmoides KSC0126347,Gilia ophthalmoides,1,0.743,0.221,,,,,
Gilia ophthalmoides KSC0126347,Gilia ophthalmoides,2,0.809,0.221,,,,,
Gilia ophthalmoides KSC0126347,Gilia ophthalmoides,3,0.654,0.216,,,,,
,Gilia ophthalmoides,,,,0.735333333,0.077783889,0.219333333,0.002886751,3.352583587
Gilia ophthalmoides ssp flavocincta FLAS149578,Gilia ophthalmoides ssp flavocincta,1,2.088,0.376,,,,,
Gilia ophthalmoides ssp flavocincta FLAS149578,Gilia ophthalmoides ssp flavocincta,2,1.72,0.255,,,,,
Gilia ophthalmoides ssp flavocincta FLAS149578,Gilia ophthalmoides ssp flavocincta,3,1.875,0.329,,,,,
Gilia ophthalmoides ssp flavocincta FLAS149579,Gilia ophthalmoides ssp flavocincta,1,1.28,0.165,,,,,
Gilia ophthalmoides ssp flavocincta FLAS149579,Gilia ophthalmoides ssp flavocincta,2,1.422,0.303,,,,,
Gilia ophthalmoides ssp flavocincta FLAS149579,Gilia ophthalmoides ssp flavocincta,3,1.159,0.222,,,,,
Gilia ophthalmoides ssp flavocincta FLAS149580,Gilia ophthalmoides ssp flavocincta,1,1.38,0.259,,,,,
Gilia ophthalmoides ssp flavocincta FLAS149580,Gilia ophthalmoides ssp flavocincta,2,1.579,0.268,,,,,
Gilia ophthalmoides ssp flavocincta FLAS149580,Gilia ophthalmoides ssp flavocincta,3,1.202,0.227,,,,,
Gilia ophthalmoides ssp flavocincta KANU00237640,Gilia ophthalmoides ssp flavocincta,1,1.561,0.278,,,,,
Gilia ophthalmoides ssp flavocincta KANU00237640,Gilia ophthalmoides ssp flavocincta,2,1.431,0.259,,,,,
Gilia ophthalmoides ssp flavocincta KANU00237640,Gilia ophthalmoides ssp flavocincta,3,1.578,0.249,,,,,
Gilia ophthalmoides ssp flavocincta KANU00237642,Gilia ophthalmoides ssp flavocincta,1,0.535,0.154,,,,,
Gilia ophthalmoides ssp flavocincta KANU00237642,Gilia ophthalmoides ssp flavocincta,2,0.658,0.154,,,,,
Gilia ophthalmoides ssp flavocincta KANU00237642,Gilia ophthalmoides ssp flavocincta,3,0.581,0.193,,,,,
Gilia ophthalmoides ssp flavocincta UF149578,Gilia ophthalmoides ssp flavocincta,1,2.16,0.376,,,,,
Gilia ophthalmoides ssp flavocincta UF149578,Gilia ophthalmoides ssp flavocincta,2,1.989,0.375,,,,,
Gilia ophthalmoides ssp flavocincta UF149578,Gilia ophthalmoides ssp flavocincta,3,2.33,0.431,,,,,
Gilia ophthalmoides ssp flavocincta UF149579,Gilia ophthalmoides ssp flavocincta,1,1.653,0.286,,,,,
Gilia ophthalmoides ssp flavocincta UF149579,Gilia ophthalmoides ssp flavocincta,2,1.333,0.245,,,,,
Gilia ophthalmoides ssp flavocincta UF149579,Gilia ophthalmoides ssp flavocincta,3,1.423,0.183,,,,,
Gilia ophthalmoides ssp flavocincta UF149580,Gilia ophthalmoides ssp flavocincta,1,1.478,0.31,,,,,
Gilia ophthalmoides ssp flavocincta UF149580,Gilia ophthalmoides ssp flavocincta,2,1.563,0.242,,,,,
Gilia ophthalmoides ssp flavocincta UF149580,Gilia ophthalmoides ssp flavocincta,3,1.372,0.26,,,,,
,Gilia ophthalmoides ssp flavocincta,,,,1.472916667,0.45389023,0.266625,0.073319914,5.524300672
Gilia salticola KANU00318641,Gilia salticola,3,1.122,0.443,,,,,
Gilia salticola KANU00318641,Gilia salticola,1,1.039,0.344,,,,,
Gilia salticola KANU00318641,Gilia salticola,2,1.109,0.42,,,,,
Gilia salticola KANU363635,Gilia salticola,1,1.295,0.308,,,,,
Gilia salticola KANU363635,Gilia salticola,2,1.115,0.341,,,,,
Gilia salticola KANU363635,Gilia salticola,3,1.163,0.28,,,,,
,Gilia salticola,,,,1.1442,0.09520084,0.3386,0.05251476,3.379208506
Gilia scopulorum KANU00237764,Gilia scopulorum,1,1.406,0.271,,,,,
Gilia scopulorum KANU00237764,Gilia scopulorum,2,1.336,0.197,,,,,
Gilia scopulorum KANU00237764,Gilia scopulorum,3,1.348,0.178,,,,,
Gilia scopulorum KANU002377765,Gilia scopulorum,1,1.419,0.254,,,,,
Gilia scopulorum KANU002377765,Gilia scopulorum,2,1.327,0.228,,,,,
Gilia scopulorum KANU002377765,Gilia scopulorum,3,1.391,0.337,,,,,
,Gilia scopulorum,,,,1.371166667,0.039035454,0.244166667,0.057094366,5.615699659
Gilia sinuata KANU00237779,Gilia sinuata,1,0.96,0.347,,,,,
Gilia sinuata KANU00237779,Gilia sinuata,2,1.115,0.297,,,,,
Gilia sinuata KANU00237779,Gilia sinuata,3,1.055,0.256,,,,,
Gilia sinuata KANU00237781,Gilia sinuata,1,0.918,0.193,,,,,
Gilia sinuata KANU00237781,Gilia sinuata,2,0.819,0.249,,,,,
Gilia sinuata KANU00237781,Gilia sinuata,3,0.71,0.242,,,,,
Gilia sinuata KANU365726,Gilia sinuata,1,0.805,0.16,,,,,
Gilia sinuata KANU365726,Gilia sinuata,2,0.854,0.14,,,,,
Gilia sinuata KANU365726,Gilia sinuata,3,0.842,0.179,,,,,
Gilia sinuata KSC0126407,Gilia sinuata,1,1.301,0.296,,,,,
Gilia sinuata KSC0126407,Gilia sinuata,2,1.022,0.278,,,,,
Gilia sinuata KSC0126407,Gilia sinuata,3,1.324,0.281,,,,,
Gilia sinuata UF79291,Gilia sinuata,1,1.872,0.322,,,,,
Gilia sinuata UF79291,Gilia sinuata,2,1.22,0.386,,,,,
Gilia sinuata UF79291,Gilia sinuata,3,1.33,0.286,,,,,
,Gilia sinuata,,,,1.076466667,0.299019557,0.2608,0.069331708,4.127556237
Gilia stellata KANU00237787,Gilia stellata,1,0.807,0.266,,,,,
Gilia stellata KANU00237787,Gilia stellata,2,0.897,0.229,,,,,
Gilia stellata KANU00237787,Gilia stellata,3,0.738,0.252,,,,,
Gilia stellata KANU00237788,Gilia stellata,1,0.704,0.179,,,,,
Gilia stellata KANU00237788,Gilia stellata,2,0.632,0.195,,,,,
Gilia stellata KANU00237788,Gilia stellata,3,0.658,0.22,,,,,
Gilia stellata KANU00237789,Gilia stellata,1,1.093,0.371,,,,,
Gilia stellata KANU00237789,Gilia stellata,2,1.021,0.289,,,,,
Gilia stellata KANU00237789,Gilia stellata,3,1.016,0.301,,,,,
Gilia stellata UF106799,Gilia stellata,1,1,0.224,,,,,
Gilia stellata UF106799,Gilia stellata,2,0.755,0.185,,,,,
Gilia stellata UF106799,Gilia stellata,3,0.717,0.184,,,,,
,Gilia stellata,,,,0.8365,0.161013551,0.24125,0.057814948,3.467357513
Gilia tenuiflora KANU00237663,Gilia tenuiflora,1,0.505,0.116,,,,,
Gilia tenuiflora KANU00237663,Gilia tenuiflora,2,0.537,0.099,,,,,
Gilia tenuiflora KANU00237663,Gilia tenuiflora,3,0.714,0.151,,,,,
Gilia tenuiflora KANU00237663 flowers,Gilia tenuiflora,1,0.627,0.13,,,,,
Gilia tenuiflora KANU00237663 flowers,Gilia tenuiflora,2,0.621,0.103,,,,,
Gilia tenuiflora KANU00237663 flowers,Gilia tenuiflora,3,0.655,0.109,,,,,
Gilia tenuiflora KANU00237808,Gilia tenuiflora,1,2.618,0.41,,,,,
Gilia tenuiflora KANU00237808,Gilia tenuiflora,2,1.965,0.252,,,,,
Gilia tenuiflora KANU00237808,Gilia tenuiflora,3,1.757,0.218,,,,,
Gilia tenuiflora KANU00237809,Gilia tenuiflora,1,1.492,0.33,,,,,
Gilia tenuiflora KANU00237809,Gilia tenuiflora,2,1.584,0.244,,,,,
Gilia tenuiflora KANU00237809,Gilia tenuiflora,3,1.42,0.35,,,,,
Gilia tenuiflora KANU00237810,Gilia tenuiflora,1,1.466,0.391,,,,,
Gilia tenuiflora KANU00237810,Gilia tenuiflora,2,1.42,0.32,,,,,
Gilia tenuiflora KANU00237810,Gilia tenuiflora,3,1.254,0.282,,,,,
Gilia tenuiflora KSC0126388,Gilia tenuiflora,1,1.634,0.405,,,,,
Gilia tenuiflora KSC0126388,Gilia tenuiflora,2,1.611,0.383,,,,,
Gilia tenuiflora KSC0126388,Gilia tenuiflora,3,2.05,0.381,,,,,
,Gilia tenuiflora,,,,1.329444444,0.604247049,0.259666667,0.116948958,5.119811724
Gilia transmontana KANU00237813,Gilia transmontana,1,0.567,0.224,,,,,
Gilia transmontana KANU00237813,Gilia transmontana,2,0.718,0.195,,,,,
Gilia transmontana KANU00237813,Gilia transmontana,3,0.596,0.171,,,,,
,Gilia transmontana,,,,0.627,0.080131143,0.196666667,0.026539279,3.188135593
Gilia tricolor KANU00237815,Gilia tricolor,1,0.964,0.348,,,,,
Gilia tricolor KANU00237815,Gilia tricolor,2,1.068,0.298,,,,,
Gilia tricolor KANU00237815,Gilia tricolor,3,0.924,0.356,,,,,
Gilia tricolor KANU00329192,Gilia tricolor,1,1.17,0.44,,,,,
Gilia tricolor KANU00329192,Gilia tricolor,2,1.162,0.365,,,,,
Gilia tricolor KANU00329192,Gilia tricolor,3,1.171,0.411,,,,,
Gilia tricolor KANU365399,Gilia tricolor,1,0.643,0.193,,,,,
Gilia tricolor KANU365399,Gilia tricolor,2,0.915,0.366,,,,,
Gilia tricolor KANU365399,Gilia tricolor,3,0.75,0.232,,,,,
Gilia tricolor KSC0126382,Gilia tricolor,1,1.453,0.378,,,,,
Gilia tricolor KSC0126382,Gilia tricolor,2,1.226,0.355,,,,,
Gilia tricolor KSC0126382,Gilia tricolor,3,1.279,0.366,,,,,
Gilia tricolor UF122313,Gilia tricolor,1,1.074,0.351,,,,,
Gilia tricolor UF122313,Gilia tricolor,2,1.128,0.347,,,,,
Gilia tricolor UF122313,Gilia tricolor,3,1.248,0.384,,,,,
,Gilia tricolor,,,,1.078333333,0.210221538,0.346,0.063024938,3.116570328
Gilia tweedyi KANU00237816,Gilia tweedyi,1,0.847,0.166,,,,,
Gilia tweedyi KANU00237816,Gilia tweedyi,2,0.504,0.166,,,,,
Gilia tweedyi KANU00237816,Gilia tweedyi,3,0.629,0.197,,,,,
Gilia tweedyi KANU00307908,Gilia tweedyi,1,0.395,0.168,,,,,
Gilia tweedyi KANU00307908,Gilia tweedyi,2,0.561,0.219,,,,,
Gilia tweedyi KANU00307908,Gilia tweedyi,3,0.38,0.19,,,,,
Gilia tweedyi KSC0126379,Gilia tweedyi,1,0.434,0.188,,,,,
Gilia tweedyi KSC0126379,Gilia tweedyi,2,0.712,0.19,,,,,
Gilia tweedyi KSC0126379,Gilia tweedyi,3,0.551,0.196,,,,,
,Gilia tweedyi,,,,0.557,0.153652205,0.186666667,0.01755705,2.983928571
Gilia valdiviensis RSABG689440,Gilia valdiviensis,1,0.505,0.073,,,,,
Gilia valdiviensis RSABG689440,Gilia valdiviensis,2,0.519,0.07,,,,,
Gilia valdiviensis RSABG689440,Gilia valdiviensis,3,0.557,0.092,,,,,
Gilia valdiviensis RSABG742098,Gilia valdiviensis,1,0.888,0.204,,,,,
Gilia valdiviensis RSABG742098,Gilia valdiviensis,2,0.796,0.211,,,,,
,Gilia valdiviensis,,,,0.653,0.17659983,0.13,0.071291654,5.023076923
Giliastrum castillanosii RSABG778466,Giliastrum castillanosii,1,1.339,0.619,,,,,
Giliastrum castillanosii RSABG778466,Giliastrum castillanosii,2,0.999,0.407,,,,,
Giliastrum castillanosii RSABG778466,Giliastrum castillanosii,3,0.941,,,,,,
,Giliastrum castillanosii,,,,1.093,0.215006977,0.513,0.149906638,2.130604288
Giliastrum foetidum MO2387040,Giliastrum foetidum,1,1.635,0.52,,,,,
Giliastrum foetidum MO2387040,Giliastrum foetidum,2,1.363,0.596,,,,,
Giliastrum foetidum MO2387040,Giliastrum foetidum,3,1.376,0.517,,,,,
Giliastrum foetidum MO3381110,Giliastrum foetidum,1,1.237,0.554,,,,,
Giliastrum foetidum MO3381110,Giliastrum foetidum,2,1.603,0.63,,,,,
Giliastrum foetidum MO5691534,Giliastrum foetidum,1,1.472,0.683,,,,,
Giliastrum foetidum MO5691534,Giliastrum foetidum,2,1.455,0.664,,,,,
Giliastrum foetidum MO5691534,Giliastrum foetidum,3,1.356,0.647,,,,,
,Giliastrum foetidum,,,,1.437125,0.13313091,0.601375,0.064917393,2.389731864
Giliastrum incisum FLAS151811,Giliastrum incisum,1,0.503,0.206,,,,,
Giliastrum incisum FLAS151811,Giliastrum incisum,2,0.435,0.182,,,,,
Giliastrum incisum FLAS151811,Giliastrum incisum,3,0.378,0.227,,,,,
Giliastrum incisum KANU00237644,Giliastrum incisum,1,0.606,0.256,,,,,
Giliastrum incisum KANU00237644,Giliastrum incisum,2,0.647,0.198,,,,,
Giliastrum incisum KANU00237644,Giliastrum incisum,3,0.802,0.246,,,,,
Giliastrum incisum KANU349179,Giliastrum incisum,1,0.813,0.382,,,,,
Giliastrum incisum KANU349179,Giliastrum incisum,2,0.613,0.27,,,,,
Giliastrum incisum KANU349179,Giliastrum incisum,3,0.532,0.295,,,,,
Giliastrum incisum UF151811,Giliastrum incisum,1,0.649,0.237,,,,,
Giliastrum incisum UF151811,Giliastrum incisum,2,0.436,0.287,,,,,
Giliastrum incisum UF151811,Giliastrum incisum,3,0.638,0.287,,,,,
Giliastrum incisum UF97704,Giliastrum incisum,1,0.297,0.272,,,,,
Giliastrum incisum UF97704,Giliastrum incisum,2,0.363,0.252,,,,,
Giliastrum incisum UF97704,Giliastrum incisum,3,0.511,0.204,,,,,
,Giliastrum incisum,,,,0.5482,0.152484285,0.2534,0.050022566,2.163378058
Giliastrum ludens MO2375107,Giliastrum ludens,1,0.975,0.463,,,,,
Giliastrum ludens MO2375107,Giliastrum ludens,2,0.935,0.376,,,,,
Giliastrum ludens MO2375107,Giliastrum ludens,3,0.889,0.404,,,,,
Giliastrum ludens MO3693030,Giliastrum ludens,1,0.916,0.515,,,,,
Giliastrum ludens MO3693030,Giliastrum ludens,2,1.199,0.436,,,,,
Giliastrum ludens MO3693030,Giliastrum ludens,3,1.468,0.375,,,,,
,Giliastrum ludens,,,,1.063666667,0.22739012,0.428166667,0.054675101,2.484235111
Giliastrum purpusii ssp stewartii UF98153,Giliastrum purpusii ssp stewartii,1,1.501,0.42,,,,,
Giliastrum purpusii ssp stewartii UF98153,Giliastrum purpusii ssp stewartii,2,1.504,0.408,,,,,
Giliastrum purpusii ssp stewartii UF98153,Giliastrum purpusii ssp stewartii,3,1.628,0.339,,,,,
,Giliastrum purpusii ssp stewartii,,,,1.544333333,0.072472983,0.389,0.043714986,3.970008569
Giliastrum rigidulum KANU00237744,Giliastrum rigidulum,1,0.965,0.398,,,,,
Giliastrum rigidulum KANU00237744,Giliastrum rigidulum,2,0.922,0.302,,,,,
Giliastrum rigidulum KANU00237744,Giliastrum rigidulum,3,1.633,0.497,,,,,
Giliastrum rigidulum KANU00237763,Giliastrum rigidulum,1,1.39,0.564,,,,,
Giliastrum rigidulum KANU00237763,Giliastrum rigidulum,2,1.067,0.467,,,,,
Giliastrum rigidulum KANU00237763,Giliastrum rigidulum,3,1.396,0.483,,,,,
,Giliastrum rigidulum,,,,1.228833333,0.285382141,0.451833333,0.090742309,2.719660642
Gymnosteris nudicaulis KANU00238204,Gymnosteris nudicaulis,1,1.238,0.22,,,,,
Gymnosteris nudicaulis KANU00238204,Gymnosteris nudicaulis,2,0.997,0.192,,,,,
Gymnosteris nudicaulis KANU00238204,Gymnosteris nudicaulis,3,0.961,0.179,,,,,
,Gymnosteris nudicaulis,,,,1.065333333,0.150613191,0.197,0.020952327,5.407783418
Gymnosteris parvula KANU00238205,Gymnosteris parvula,1,0.464,0.107,,,,,
Gymnosteris parvula KANU00238205,Gymnosteris parvula,2,0.447,0.116,,,,,
Gymnosteris parvula KANU00238205,Gymnosteris parvula,3,0.317,0.103,,,,,
Gymnosteris parvula KANU00238206,Gymnosteris parvula,1,0.523,0.159,,,,,
Gymnosteris parvula KANU00238206,Gymnosteris parvula,2,0.457,0.11,,,,,
Gymnosteris parvula KANU00238206,Gymnosteris parvula,3,0.551,0.101,,,,,
,Gymnosteris parvula,,,,0.459833333,0.081108364,0.116,0.021725561,3.96408046
Ipomopsis aggregata FLAS72005,Ipomopsis aggregata,1,2.394,0.344,,,,,
Ipomopsis aggregata FLAS72005,Ipomopsis aggregata,2,2.074,0.314,,,,,
Ipomopsis aggregata FLAS72005,Ipomopsis aggregata,3,2.618,0.343,,,,,
Ipomopsis aggregata FLAS79378,Ipomopsis aggregata,1,2.389,0.334,,,,,
Ipomopsis aggregata FLAS79378,Ipomopsis aggregata,2,2.686,0.316,,,,,
Ipomopsis aggregata FLAS79378,Ipomopsis aggregata,3,2.169,0.375,,,,,
Ipomopsis aggregata KSC0126486,Ipomopsis aggregata,1,1.898,0.421,,,,,
Ipomopsis aggregata KSC0126486,Ipomopsis aggregata,2,1.836,0.317,,,,,
Ipomopsis aggregata KSC0126486,Ipomopsis aggregata,3,2.099,0.31,,,,,
,Ipomopsis aggregata,,,,2.240333333,0.300077907,0.341555556,0.036239175,6.559206246
Ipomopsis aggregata ssp aggregata KANU00242030,Ipomopsis aggregata ssp aggregata,1,2.961,0.437,,,,,
Ipomopsis aggregata ssp aggregata KANU00242030,Ipomopsis aggregata ssp aggregata,2,2.995,0.447,,,,,
Ipomopsis aggregata ssp aggregata KANU00242030,Ipomopsis aggregata ssp aggregata,3,2.967,0.477,,,,,
Ipomopsis aggregata ssp aggregata KANU00309645,Ipomopsis aggregata ssp aggregata,1,2.803,0.488,,,,,
Ipomopsis aggregata ssp aggregata KANU00309645,Ipomopsis aggregata ssp aggregata,2,2.692,0.427,,,,,
Ipomopsis aggregata ssp aggregata KANU00309645,Ipomopsis aggregata ssp aggregata,3,2.822,0.352,,,,,
Ipomopsis aggregata ssp aggregata KANU00319273,Ipomopsis aggregata ssp aggregata,1,2.073,0.366,,,,,
Ipomopsis aggregata ssp aggregata KANU00319273,Ipomopsis aggregata ssp aggregata,2,2.31,0.338,,,,,
Ipomopsis aggregata ssp aggregata KANU00319273,Ipomopsis aggregata ssp aggregata,3,2.514,0.375,,,,,
,Ipomopsis aggregata ssp aggregata,,,,2.681888889,0.321882139,0.411888889,0.055494244,6.511195036
Ipomopsis aggregata ssp attenuata KANU00240231,Ipomopsis aggregata ssp attenuata,1,3.103,0.373,,,,,
Ipomopsis aggregata ssp attenuata KANU00240231,Ipomopsis aggregata ssp attenuata,2,2.495,0.427,,,,,
Ipomopsis aggregata ssp attenuata KANU00240231,Ipomopsis aggregata ssp attenuata,3,2.815,0.407,,,,,
Ipomopsis aggregata ssp attenuata KANU00241998,Ipomopsis aggregata ssp attenuata,1,2.846,0.342,,,,,
Ipomopsis aggregata ssp attenuata KANU00241998,Ipomopsis aggregata ssp attenuata,2,3.209,0.535,,,,,
Ipomopsis aggregata ssp attenuata KANU00241998,Ipomopsis aggregata ssp attenuata,3,3.381,0.429,,,,,
,Ipomopsis aggregata ssp attenuata,,,,2.974833333,0.318941008,0.418833333,0.066043672,7.102666136
Ipomopsis aggregata ssp bridgesii KANU00241997,Ipomopsis aggregata ssp bridgesii,1,2.153,0.403,,,,,
Ipomopsis aggregata ssp bridgesii KANU00241997,Ipomopsis aggregata ssp bridgesii,2,1.163,0.371,,,,,
Ipomopsis aggregata ssp bridgesii KANU00241997,Ipomopsis aggregata ssp bridgesii,3,0.942,0.278,,,,,
Ipomopsis aggregata ssp bridgesii MO1243038,Ipomopsis aggregata ssp bridgesii,1,3.013,0.456,,,,,
Ipomopsis aggregata ssp bridgesii MO1243038,Ipomopsis aggregata ssp bridgesii,2,3.331,0.501,,,,,
Ipomopsis aggregata ssp bridgesii MO1243038,Ipomopsis aggregata ssp bridgesii,3,3.344,0.464,,,,,
Ipomopsis aggregata ssp bridgesii MO2754002,Ipomopsis aggregata ssp bridgesii,1,3.928,0.456,,,,,
Ipomopsis aggregata ssp bridgesii MO2754002,Ipomopsis aggregata ssp bridgesii,2,4.161,0.395,,,,,
Ipomopsis aggregata ssp bridgesii MO2754002,Ipomopsis aggregata ssp bridgesii,3,4.13,0.514,,,,,
Ipomopsis aggregata ssp bridgesii MO967636,Ipomopsis aggregata ssp bridgesii,1,3.551,0.401,,,,,
Ipomopsis aggregata ssp bridgesii MO967636,Ipomopsis aggregata ssp bridgesii,2,3.598,0.474,,,,,
Ipomopsis aggregata ssp bridgesii MO967636,Ipomopsis aggregata ssp bridgesii,3,2.952,0.386,,,,,
,Ipomopsis aggregata ssp bridgesii,,,,3.022166667,1.07445655,0.424916667,0.065745319,7.112374975
Ipomopsis aggregata ssp candida FLAS60565,Ipomopsis aggregata ssp candida,1,2.714,0.253,,,,,
Ipomopsis aggregata ssp candida FLAS60565,Ipomopsis aggregata ssp candida,2,2.92,0.244,,,,,
Ipomopsis aggregata ssp candida FLAS60565,Ipomopsis aggregata ssp candida,3,3.536,0.293,,,,,
Ipomopsis aggregata ssp candida KANU00242057,Ipomopsis aggregata ssp candida,1,3.775,0.458,,,,,
Ipomopsis aggregata ssp candida KANU00242057,Ipomopsis aggregata ssp candida,2,3.72,0.45,,,,,
Ipomopsis aggregata ssp candida KANU00242057,Ipomopsis aggregata ssp candida,3,3.697,0.386,,,,,
Ipomopsis aggregata ssp candida KANU00242059,Ipomopsis aggregata ssp candida,1,4.119,0.284,,,,,
Ipomopsis aggregata ssp candida KANU00242059,Ipomopsis aggregata ssp candida,2,4.124,0.315,,,,,
Ipomopsis aggregata ssp candida KANU00242059,Ipomopsis aggregata ssp candida,3,4.25,0.28,,,,,
Ipomopsis aggregata ssp candida KANU00242060,Ipomopsis aggregata ssp candida,1,3.515,0.313,,,,,
Ipomopsis aggregata ssp candida KANU00242060,Ipomopsis aggregata ssp candida,2,3.744,0.355,,,,,
Ipomopsis aggregata ssp candida KANU00242060,Ipomopsis aggregata ssp candida,3,4.037,0.428,,,,,
,Ipomopsis aggregata ssp candida,,,,3.67925,0.468646625,0.33825,0.075772536,10.87730968
Ipomopsis aggregata ssp collina KANU00231999,Ipomopsis aggregata ssp collina,1,3.655,0.545,,,,,
Ipomopsis aggregata ssp collina KANU00231999,Ipomopsis aggregata ssp collina,2,3.361,0.479,,,,,
Ipomopsis aggregata ssp collina KANU00231999,Ipomopsis aggregata ssp collina,3,3.125,0.426,,,,,
Ipomopsis aggregata ssp collina KANU00242002,Ipomopsis aggregata ssp collina,1,3.439,0.625,,,,,
Ipomopsis aggregata ssp collina KANU00242002,Ipomopsis aggregata ssp collina,2,2.977,0.571,,,,,
Ipomopsis aggregata ssp collina KANU00242002,Ipomopsis aggregata ssp collina,3,3.778,0.516,,,,,
Ipomopsis aggregata ssp collina KANU00242005,Ipomopsis aggregata ssp collina,1,2.929,0.391,,,,,
Ipomopsis aggregata ssp collina KANU00242005,Ipomopsis aggregata ssp collina,2,2.909,0.388,,,,,
Ipomopsis aggregata ssp collina KANU00242005,Ipomopsis aggregata ssp collina,3,3.08,0.337,,,,,
Ipomopsis aggregata ssp collina KANU00242052,Ipomopsis aggregata ssp collina,1,3.584,0.415,,,,,
Ipomopsis aggregata ssp collina KANU00242052,Ipomopsis aggregata ssp collina,2,3.961,0.502,,,,,
Ipomopsis aggregata ssp collina KANU00242052,Ipomopsis aggregata ssp collina,3,3.43,0.512,,,,,
,Ipomopsis aggregata ssp collina,,,,3.352333333,0.35071857,0.475583333,0.085321273,7.048887331
Ipomopsis aggregata ssp formosissima KANU00241993,Ipomopsis aggregata ssp formosissima,1,3.442,0.534,,,,,
Ipomopsis aggregata ssp formosissima KANU00241993,Ipomopsis aggregata ssp formosissima,2,3.698,0.491,,,,,
Ipomopsis aggregata ssp formosissima KANU00241993,Ipomopsis aggregata ssp formosissima,3,3.203,0.453,,,,,
Ipomopsis aggregata ssp formosissima KANU00242012,Ipomopsis aggregata ssp formosissima,1,3.466,0.43,,,,,
Ipomopsis aggregata ssp formosissima KANU00242012,Ipomopsis aggregata ssp formosissima,2,3.25,0.523,,,,,
Ipomopsis aggregata ssp formosissima KANU00242012,Ipomopsis aggregata ssp formosissima,3,2.779,0.465,,,,,
Ipomopsis aggregata ssp formosissima KANU00242029,Ipomopsis aggregata ssp formosissima,1,2.364,0.29,,,,,
Ipomopsis aggregata ssp formosissima KANU00242029,Ipomopsis aggregata ssp formosissima,2,3.091,0.51,,,,,
Ipomopsis aggregata ssp formosissima KANU00242029,Ipomopsis aggregata ssp formosissima,3,2.524,0.429,,,,,
Ipomopsis aggregata ssp formosissima UNM101613,Ipomopsis aggregata ssp formosissima,1,2.085,0.226,,,,,
Ipomopsis aggregata ssp formosissima UNM101613,Ipomopsis aggregata ssp formosissima,2,2.518,0.299,,,,,
